Order ID,Product,Category,Sub-Category,Quantity,Sales,Cost,Profit,Order Date,Customer ID,Region,Inventory
c2e7735a-5dc3-444e-a715-fbdfa5824936,Yes,Books,Fiction,9,4980.51,3399.66,1580.85,2024-12-01,e3651266-b864-455c-91c7-474d0814a36f,South,46
23dc8519-46b7-4ad7-8a8d-ea2f454f8da0,Prepare,Clothing,Men,7,1374.24,1284.71,89.53,2025-06-09,938bc300-edf0-4ca3-9223-f964a951f414,North,77
fb812f78-5ea1-4d91-bb68-2d479ca2a1d5,Wrong,Books,Non-Fiction,4,1018.4,864.2,154.2,2025-04-22,f33c0565-e96d-4bc2-aaeb-2efb52d98250,West,78
ecb51993-297f-43bd-b3b6-f34f32d7f109,Take,Home & Kitchen,Furniture,5,994.35,665.7,328.65,2024-07-24,8f3f0235-2163-41ee-93ce-4e375abafa45,West,11
6c1ef6fa-ca42-4994-9049-84c67c1a95d5,Able,Books,Non-Fiction,9,2795.67,2172.06,623.61,2025-01-30,42848a0a-ed70-4826-b669-486329408e68,West,79
420e3ead-d231-4fea-8bc5-d6a5bd7a4621,Deep,Electronics,Laptops,2,671.22,460.08,211.14,2025-01-23,41749a4e-de1b-4fff-931b-9829dd67ccdb,North,65
dd3886c2-ba97-440f-9baa-f26b25841437,Trade,Books,Non-Fiction,8,2772.24,2172.72,599.52,2025-02-09,c63b12f5-06cd-4af3-bf08-dac3c66cc641,South,56
2271473d-13fc-4d4f-88a7-ffa282322ab6,Forward,Books,Fiction,6,1262.22,895.56,366.66,2025-05-04,0318be5d-f76e-4385-9305-ea8ba9ca62db,North,41
0ab4aa0f-dcea-4813-840f-3be9f721b6c0,Us,Clothing,Men,10,2839.2,2007.0,832.2,2024-12-29,d7e977ce-1a9a-407b-8dde-9e1e597f014d,South,32
d383dbe4-d7f8-4116-a7d3-3ec3f972e2dd,Together,Books,Comics,4,1065.24,727.24,338.0,2024-09-22,026955d8-714f-4994-8a16-1cba015cde75,North,97
6f97e41a-dc25-48d0-b098-2e4361600efe,Western,Home & Kitchen,Appliances,7,3490.27,2442.3,1047.97,2024-12-19,ab42233a-4635-45a0-bac8-7f0353c46779,North,7
6866ca5b-0b80-4eee-9218-0b17b2f480da,Glass,Books,Comics,5,2657.6,2427.15,230.45,2025-05-11,3932028c-6520-4e37-8dfa-862c3430192c,North,99
50e5e1e7-20c7-4eb2-86a6-4596c778c82e,There,Electronics,Accessories,4,1929.68,1325.96,603.72,2024-08-23,e1f5f487-c461-46a7-a0bf-e32fe2c6f2f8,North,51
4b6acb0a-db1b-4251-a760-8de4d9e585f6,Town,Home & Kitchen,Appliances,5,2299.15,1655.85,643.3,2024-10-31,b37adc32-ddfe-4160-a027-0bdeec3f3a79,South,12
d6ebad34-aa71-444a-af37-d9af29548fbd,See,Electronics,Phones,10,4842.4,4393.5,448.9,2024-12-08,d421b1d3-0135-4370-be3c-fa9bb7055826,North,89
032c45c5-ccb1-476b-8979-0ef18be48c8a,Between,Electronics,Laptops,5,1594.15,1392.05,202.1,2024-07-07,96f6b087-8425-4b43-8e1c-60d625f7a41b,South,33
464223e5-575a-4f4d-8acd-f65aca1cfedf,Easy,Electronics,Laptops,8,5725.44,3959.6,1765.84,2024-11-23,30ab52ed-75a3-4b68-a209-8092f8cf67c8,East,86
8035ddf4-34f8-448d-b17d-3b4f4da599e5,Ten,Clothing,Kids,3,318.3,290.73,27.57,2025-03-28,d73c0f6f-552d-4637-9702-b77cb8490caf,West,25
c097e633-3f0f-4aef-8265-4c59b74c7c80,Expect,Home & Kitchen,Appliances,7,3386.25,2310.21,1076.04,2025-02-27,2977c248-f110-42d7-88ac-de186c163d8d,North,39
4599ab20-241b-4ef2-8334-a8ddd3ac5b1d,Law,Books,Comics,10,1788.5,1613.5,175.0,2024-08-13,0b0ee854-78e8-423c-b79a-5b934b6e4c6e,South,80
9ef92aea-cb72-4346-8e44-4472572dd66e,Since,Books,Non-Fiction,3,1618.38,1223.22,395.16,2024-12-30,734b4e09-d420-4c28-bd93-842c4a0b1a8b,East,14
7636c521-be87-45e7-85c8-7a312024f09b,Work,Books,Comics,9,2907.27,2071.26,836.01,2024-11-03,e158cf71-516a-4b47-9a2b-a028f267488a,West,8
9f6cc3fb-0996-41eb-90b1-82950d13d18f,Out,Home & Kitchen,Furniture,7,2437.61,1713.67,723.94,2024-08-28,944471ba-7d4e-49c5-93e9-eb7433934ecd,East,34
0afba4df-a472-42d4-839e-3cd2a2bac1c9,Way,Books,Fiction,3,1747.56,1392.9,354.66,2025-05-26,60d11563-a90a-47cf-ac5f-525a1207a32f,West,12
8d38e73e-a965-4841-b680-ea89fb7b70a9,Kid,Clothing,Men,5,1482.55,1023.75,458.8,2024-09-25,d6ede7e0-aea9-403d-adf4-d91b37cc39bc,East,71
d09ba212-b317-494b-a195-f61a9d79494e,If,Clothing,Kids,2,376.22,331.32,44.9,2025-02-03,cbb9c8de-e6b2-43e2-8fcf-810ae8d63df4,East,91
57a01adf-714d-4eb8-8494-7c5847a9197d,Important,Electronics,Laptops,6,2222.76,1917.6,305.16,2025-01-26,b205b26a-d85d-4e89-8dae-261074738a68,South,55
ac8af108-42fd-49df-91f4-9452fa7b6b8b,Type,Home & Kitchen,Furniture,1,265.03,214.3,50.73,2024-11-03,38dcde83-0a5e-48aa-bf1f-c3671fa5f74b,South,19
854a625e-b610-442b-938d-b186b13b827a,Read,Clothing,Women,8,3152.88,2371.28,781.6,2025-01-21,7c20ecca-3351-4506-9dd6-bbc537292156,North,57
69dc68e5-4828-451a-9a46-fee771ad5e7f,Leader,Books,Comics,7,2166.99,1482.46,684.53,2025-06-15,3b77f10a-9f62-4557-b472-0cb7021bfe69,West,40
e14704f8-a6a7-4ed7-8bb6-cb8df9370a62,Security,Home & Kitchen,Appliances,9,640.26,441.9,198.36,2024-09-17,71acad40-669c-4db8-88b4-272e9e64754b,South,35
a0a2c69a-74b9-41d6-87fc-961dd63cd1c4,Price,Electronics,Accessories,3,803.16,588.57,214.59,2024-07-27,ee4f0406-95ef-454c-8b60-850a94c598fb,East,77
645dcf62-1816-4e60-a181-83c5824f0bb0,Heavy,Clothing,Kids,10,6534.5,4445.5,2089.0,2025-01-16,04c4285c-c238-4a62-8134-9b24093f060a,West,93
09b9a05b-a558-41d3-9cf1-1cca811059e5,Article,Home & Kitchen,Decor,9,3221.01,2468.79,752.22,2024-12-31,e5425399-6801-42f1-a970-36a3afb24336,East,52
ed11cac9-f23c-4f53-8885-9ae38fd8cc81,Voice,Books,Comics,6,3945.48,2760.42,1185.06,2025-05-29,c8151744-2a3d-4378-8421-394b72b49a10,South,79
a6747ec0-69b8-4415-9bf0-34e0d6355186,Site,Home & Kitchen,Decor,3,1120.68,807.6,313.08,2025-03-15,3c59635b-7642-4b05-a97d-d3c04e64584b,South,88
76c16961-0994-4188-969f-5750ff40ef5a,Past,Books,Comics,5,783.05,689.4,93.65,2024-10-27,91e04fc1-d65b-4420-94e4-a0d612a13250,South,72
bb9f506d-a4e8-4cd9-83e9-882620646518,Bring,Books,Comics,7,3627.26,2418.22,1209.04,2025-06-24,850a59e0-c559-4245-a830-fa481015dd21,East,25
af094b00-4340-460e-b2a1-46923dde6846,Attention,Books,Fiction,7,3039.12,2737.07,302.05,2025-01-10,ce63ee00-2f44-4da1-93e5-f241267e6f08,East,59
d58e5461-e182-420d-81b5-90b05ccf9328,Nice,Clothing,Men,7,918.4,800.38,118.02,2024-08-03,789a2ccd-f218-4f9d-9bee-d1389fa1faf5,East,86
3d3acd20-031b-4a73-8250-06015396a21f,Reality,Books,Fiction,4,1746.52,1576.92,169.6,2024-08-12,73895e3f-5774-4baa-b0cc-d8bcb8b04e5d,South,55
df7f35a7-e3d2-41f8-bacb-15ea5af55615,One,Books,Fiction,10,2480.4,1892.4,588.0,2024-10-09,0f0f7d51-d883-4555-9030-e8b9f3d43a48,East,65
ee2e6a33-2083-41d3-9d56-88336daa27cb,That,Electronics,Phones,9,3090.69,2673.63,417.06,2025-02-15,97baa3d4-9138-4435-b917-138fd7128861,East,50
cd9aa290-49b1-4083-a876-47120ea1d113,Own,Clothing,Kids,2,508.4,426.08,82.32,2025-04-06,3b2a9bad-b927-44f4-9f63-7a3e7392cee2,West,55
0fb6cad9-47ec-49d8-bca0-8c2918a3f75e,Throughout,Clothing,Women,10,4055.0,3773.1,281.9,2024-11-16,cc4f3f70-a710-44f4-89d7-2a93d35a9e52,South,97
6baedddf-7cb5-4348-ba93-1b0e3727cc22,Exactly,Home & Kitchen,Decor,4,1497.2,1321.16,176.04,2025-02-10,72fa7efd-0336-4473-92dc-3383195f12ea,East,11
0d1ed2f8-0c74-4695-8dc2-315724194a47,True,Electronics,Accessories,6,3708.36,2486.1,1222.26,2024-08-15,dd299f4a-698a-46e9-990c-84b4ef2544bc,West,25
563d9ee9-5476-4ce1-b143-e8954f7edf50,Cause,Books,Fiction,2,635.06,499.3,135.76,2024-11-07,0fb39961-d94a-4da7-a0b8-ceff81110b76,South,37
e8079703-f91a-4f46-bcaa-a3437eaa435c,Possible,Books,Fiction,8,2090.72,1449.76,640.96,2025-01-03,b634c78c-a11c-41b2-8b62-1194c9296c05,South,34
03f8e667-4b6e-487f-8e9f-38559d26f321,Change,Clothing,Kids,6,2086.5,1843.68,242.82,2025-04-23,3f98b1ad-7f9d-4c71-a60b-8c1a5dd7646a,East,53
eded0d19-5a72-439a-bcb9-d8e7e50162fc,Arm,Electronics,Phones,4,2492.48,1996.72,495.76,2025-02-25,702d0721-9671-4747-b0bc-b35637f0a3ba,South,17
e1810eb5-ed1d-4501-9b2f-2c7b8674bd75,Red,Home & Kitchen,Furniture,5,1802.4,1621.05,181.35,2024-07-20,0fe6c114-ffb3-468c-a033-a825737c609c,West,13
0d056e7b-69a8-4790-ad99-1226b3b9b1a4,Study,Clothing,Men,3,727.59,595.53,132.06,2024-11-15,db5a73c8-77c9-4c39-b3a4-65195586828a,East,47
85a7339f-9218-4806-b36f-f54f39385923,Election,Electronics,Accessories,2,699.26,641.32,57.94,2025-02-20,ce38e765-f2c9-43d5-83b8-e33229af3dc1,South,69
c58a7840-df6c-4d2c-9342-d8e67d0d693d,Thousand,Home & Kitchen,Decor,8,1880.72,1678.96,201.76,2024-08-04,794294ea-fb02-406a-9596-a959dad8ff36,East,92
b594ee74-cbfa-4d96-9689-6eef43a05e81,Clearly,Clothing,Men,1,327.26,250.82,76.44,2025-02-12,7aa1e381-c254-4433-8572-993131cbec6f,North,5
df7c33dc-d5d1-47e6-863e-db93aba843dc,So,Home & Kitchen,Furniture,4,786.2,548.48,237.72,2024-08-30,21fb8e06-cef3-4fd1-b7af-1e72ff3dacf9,West,82
ae4dadb9-6cfd-4fae-81fe-e1325a19ddcb,Difference,Books,Non-Fiction,3,1266.66,1107.81,158.85,2025-05-21,0d937935-1cb3-4de0-967e-24fdc044b4ac,East,43
c7072737-5e64-43d0-8aa6-47af747e4813,Record,Home & Kitchen,Appliances,6,3004.62,2052.78,951.84,2025-05-25,32953f34-68a3-4aaf-9cab-769a9b6dfce1,West,12
9d9ee6e2-5ebe-422f-a41c-1d1d8baca535,Education,Home & Kitchen,Decor,7,2975.91,2408.63,567.28,2025-01-05,b0d5e4d5-e0e2-4ab3-b428-a1b45f5ab27c,East,69
05615905-a569-445e-9eff-2b16f3ed91e2,Manage,Clothing,Kids,1,220.99,171.33,49.66,2025-03-30,e5ee4ecb-88b8-4c92-8054-6a3e76009308,South,5
059e4772-7416-448e-9331-5d5a5d932fdc,Wish,Clothing,Kids,4,2369.64,1934.96,434.68,2024-08-20,cec54835-9760-4bb0-8548-f598a5be7f3e,East,42
053951c5-7852-4cf5-95d3-66c831402fb6,Respond,Clothing,Women,2,500.8,418.84,81.96,2025-06-09,275e8360-4baa-41fd-a07a-cefe2105e0fd,West,68
0ca021f5-bbbb-4f1a-8758-86d9a45535f6,Should,Books,Non-Fiction,8,3278.8,2553.28,725.52,2025-01-23,52dcac57-5fd9-488e-8df8-e6b77842ee9b,East,53
8deef58b-7f48-4a4b-814a-a2c2d77c0dda,True,Home & Kitchen,Furniture,6,2641.98,1903.56,738.42,2025-04-19,76e30946-0afb-4b09-94bb-e9e2f93ed40b,East,77
0771a224-c413-4f3d-b778-eecc8aee2061,Ability,Books,Non-Fiction,10,2698.8,2452.2,246.6,2024-11-22,55f4e847-c6f9-4bcc-aab4-5ccef2893601,South,46
aaf37263-a24f-489f-a495-b28eb9c72720,Recent,Books,Non-Fiction,2,1208.6,874.12,334.48,2024-07-11,c184bc07-ead9-484e-9b63-edd021508968,East,70
3a9bff17-9789-4cc7-b1be-30511e116dcf,Media,Clothing,Men,10,6058.5,4900.6,1157.9,2024-10-19,e2613a54-688a-4522-a633-e091b311fe39,West,50
e5e6abef-6fc0-4647-a576-978df9ee8429,Not,Electronics,Accessories,4,2393.76,1706.0,687.76,2025-04-27,b8e57987-b851-4227-8375-050716c07497,West,7
f7d1acd2-567d-4706-ae4b-a386b53e235d,Who,Books,Comics,7,3332.91,3117.1,215.81,2025-03-06,6098ecab-d185-464d-b3ce-8371c7c964ee,North,45
2ad3c027-6e90-4772-9247-eb331466739b,Security,Home & Kitchen,Decor,3,1057.62,905.55,152.07,2024-10-31,c2f5f86f-752f-4d40-9899-1a02e6f8699b,North,53
90329b51-4687-4732-a01c-7483a29dda2a,Meeting,Books,Fiction,10,5555.9,4087.0,1468.9,2025-06-01,0a060670-90e1-43be-a7c7-1555464b1c92,East,77
37fd398d-6ec0-4729-b9e5-6458862dd8f9,Someone,Books,Comics,4,135.2,120.16,15.04,2024-10-22,8a03219b-ec36-4784-b19f-957e8e9a56d6,West,72
1824948a-f12a-4d63-aa2b-6ef26f755da3,Consumer,Home & Kitchen,Furniture,7,3590.51,3290.7,299.81,2024-11-30,a26767cd-e890-4cf0-95f1-9e03270e1549,East,44
7443de1c-cd04-431a-88c9-ecf9a1b33771,Page,Home & Kitchen,Furniture,5,115.3,101.35,13.95,2024-11-22,0ddcc9b3-bdf5-4fc0-818e-7f5c1c704cdc,North,24
d331e5cb-88de-4db5-8965-9a71f5d82ef2,Entire,Clothing,Kids,3,1472.07,1297.53,174.54,2024-10-17,d8fbd739-2e97-4a6a-a98c-371f28eb9589,East,19
8ac237c9-ca9c-4f80-8ee7-68c519daf7a1,Gas,Electronics,Phones,3,123.57,97.56,26.01,2024-09-04,ddd82da2-225b-4c34-8917-fbc63b7c2b1b,West,12
b61c4794-bf3a-46ea-98ab-8bed79adc7a4,Station,Books,Fiction,6,2860.32,1973.28,887.04,2025-05-25,49ba3973-4554-47fe-b00d-2f2f1713f3b8,North,9
94b20c03-1c05-499c-8968-2b35b348ad23,Candidate,Books,Non-Fiction,5,1577.65,1346.8,230.85,2025-03-11,37677ac9-b75f-40a4-b2e2-71ec74361668,West,48
b223b909-ac74-464c-be11-0f8074982a7c,Rich,Home & Kitchen,Furniture,2,957.52,817.56,139.96,2024-10-23,232dc727-107d-48ec-bcd9-5daa72c3077c,South,18
de24a08c-52b8-43be-930a-54759a4de6cf,Its,Books,Non-Fiction,8,829.36,665.92,163.44,2024-09-01,90f9da26-1cd8-4af3-ab6c-7c88211236d5,West,59
ec134dc2-de58-427f-a624-d19c6150395f,Stock,Home & Kitchen,Decor,6,2279.94,2046.48,233.46,2025-03-14,360365dc-5a42-43fd-8783-b1be33b10ff4,South,77
8fda82fc-1fdb-4555-ac74-ff6a653cf7b9,Floor,Home & Kitchen,Appliances,7,2625.77,2056.18,569.59,2025-06-09,73e49323-c633-4210-ae00-99e025730de3,West,76
6143c2ee-7be4-4759-8d0d-a0cd932f472a,Throughout,Books,Fiction,3,1248.87,1050.96,197.91,2024-12-02,26b614b6-80c0-45a6-9453-c739911cbe35,East,95
8395683b-37de-4eec-936b-648ec17391d1,Up,Clothing,Women,9,4228.74,3174.12,1054.62,2024-08-10,8c0a6b26-f11f-41b8-84d0-188ba085e0b7,East,50
2913bc6f-f5a9-4940-8747-bd7496554cfb,Economy,Clothing,Men,2,325.98,264.3,61.68,2025-02-06,db486613-c317-49ff-afe8-0c7f0c04a9ac,West,5
886ed8a9-957e-4eb7-b6ad-edfee8e2021c,Along,Books,Comics,7,648.06,539.56,108.5,2025-03-03,0377b82d-2eb2-4bb5-af10-1ee5eda24fe2,West,47
390d844c-bac7-4e8d-a244-02b4d2cecc2e,Affect,Books,Fiction,7,3240.44,2911.58,328.86,2025-06-16,fcf4dd9a-7972-4e57-912a-5b16b9ffb736,East,48
96f98cd1-0a4c-4063-bd71-a28190636087,Image,Clothing,Men,7,2560.81,2142.49,418.32,2025-06-20,76019296-96fe-48f8-9192-e0bd5ab50dda,North,73
e2b33ef6-ac29-483f-a172-e47fd2089ad0,Price,Clothing,Kids,9,2611.08,1977.21,633.87,2024-07-28,ae71653c-502a-4e61-a79f-b668c5baeeea,South,86
65bd6a18-c541-4a5a-b5ce-02d055d61ba0,Ask,Electronics,Laptops,1,175.36,154.29,21.07,2024-09-23,a2a02762-d681-4be9-bb03-1ac892648302,South,14
1b13b083-f684-470c-b318-bbb23ba4d5e5,Move,Electronics,Laptops,2,833.66,625.2,208.46,2025-02-26,27e8546b-781d-4bfa-bb86-239f9e30dc56,East,32
97234c95-b42f-4525-94ad-486d421475e2,Such,Books,Fiction,3,1045.47,847.53,197.94,2025-03-05,6f74c862-01e0-44f6-9211-1bdb0e20f12e,South,89
4e7b524e-5bf3-42c0-aaed-9a39a80dda71,Term,Books,Comics,10,5650.1,4114.6,1535.5,2024-09-28,492f092c-958d-4fcc-b3eb-90f59b3c916c,North,40
